transcript_id,ERR188044,ERR188104,ERR188234,ERR188245,ERR188257,ERR188273,ERR188337,ERR188383,ERR188401,ERR188428,ERR188454,ERR204916
MSTRG.291.1,3,2,6,9,4,3,5,2,4,4,10,2
MSTRG.289.5,451,0,139,116,474,242,440,0,553,1,393,225
MSTRG.289.4,655,0,471,0,0,154,598,0,445,538,253,421
NM_001127199,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.289.3,10,2,8,8,6,4,7,11,10,9,5,9
NR_028119,12,3,2,5,5,0,1,4,0,6,2,0
NR_030589,0,0,0,0,0,0,0,0,0,0,0,0
NM_016267,0,0,0,0,0,0,0,0,0,0,0,0
NR_031757,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.405.3,243,301,0,0,0,0,83,73,0,0,0,0
MSTRG.953.2,218,185,207,95,177,129,236,185,559,71,107,154
MSTRG.405.1,1,4,16,0,1,1,0,29,1,0,16,4
NM_001007524_dup2,95,68,77,3,409,83,394,213,5,109,3,230
NR_030409,0,0,0,0,0,0,0,0,0,0,0,0
NM_005365,0,0,0,0,0,0,0,0,0,0,0,0
NR_110393,0,0,0,0,0,0,0,0,0,0,0,0
NM_005364,0,0,0,0,0,0,0,0,0,0,0,0
NM_001097604,0,0,0,0,0,0,0,0,0,0,0,0
NM_152694,9,11,6,3,0,5,8,6,18,12,4,0
MSTRG.299.6,27,5,61,11,79,5,8,43,1772,25,19,3
MSTRG.299.4,1031,1133,115,865,90,331,920,65,53,547,818,598
MSTRG.299.5,997,909,2300,560,1701,269,705,1566,193,256,585,587
NM_006359,542,0,199,0,0,0,0,0,0,179,0,277
NM_001282161,0,0,0,0,0,0,0,0,0,0,0,0
NM_001282163,0,26,0,0,0,0,43,0,52,41,0,445
NM_001166699,0,0,0,0,0,0,0,0,0,0,0,0
NM_001282166,0,43,0,0,0,0,0,0,0,68,0,0
NM_001282167,0,0,0,0,0,0,49,0,99,0,0,22
NM_001171184,0,0,0,0,0,0,0,0,0,0,0,0
NR_002969,0,0,1,0,0,0,0,1,0,1,1,1
MSTRG.417.1,26,19,12,25,27,3,43,22,22,21,14,9
MSTRG.536.1,18,43,27,29,53,10,66,35,62,22,38,24
MSTRG.920.1,29,26,26,42,24,10,32,19,32,22,48,18
NM_001256447,5089,4359,7331,4051,1775,2020,2911,2221,5547,3449,4339,1276
MSTRG.275.1,0,0,0,0,0,0,0,3,0,0,0,0
NR_026551,60,0,0,0,53,100,9,0,54,1,64,0
NM_000132,19,17,22,210,19,24,236,14,49,24,2,6
MSTRG.696.1,513,529,512,233,420,91,870,330,365,370,329,252
NM_014563,0,0,0,0,0,0,0,0,0,0,0,0
NM_005491,0,0,0,0,2,0,0,0,0,0,0,0
NM_203407,0,0,0,0,0,0,0,0,0,0,0,0
NM_001282224,0,0,0,0,0,0,0,1,0,0,0,0
NM_018684,726,679,666,253,297,7,546,491,724,418,335,565
NR_046750,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.694.1,150,172,71,85,91,21,287,60,137,70,83,66
MSTRG.263.5,4,0,0,0,0,3,1,0,0,0,0,228
MSTRG.263.4,3,219,3,138,181,100,167,59,3,0,215,1
NM_001184749,0,0,5,0,0,0,0,0,0,0,0,0
NM_001184745,61,0,75,2,42,4,17,5,37,26,2,53
NM_001184742,854,6,674,1,11,0,4,786,7,542,8,2
NM_001080141_dup7,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.261.1,35,16,22,11,5,9,25,15,14,5,22,21
NM_177949,226,87,179,24,371,6,144,145,86,84,392,14
NM_177948,34,46,163,40,0,74,34,0,0,0,55,98
NM_177947,1686,1332,1668,828,1285,544,1288,1708,1417,1060,2047,1675
MSTRG.692.1,68,99,59,25,41,13,115,42,111,49,65,54
MSTRG.152.1,23,22,18,13,15,11,78,2,38,6,23,20
NM_033626,0,0,0,0,0,0,0,0,0,0,0,0
NR_110561,5,12,12,5,2,0,5,7,0,0,7,18
NM_004538,8,5,15,2,12,4,15,9,13,5,22,12
NM_018666,0,0,0,0,0,0,0,0,0,3,0,0
NM_152226,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.463.1,0,3807,2098,2479,2246,1469,3351,2664,0,1975,2231,2996
NM_152224,0,0,0,0,0,0,0,0,0,0,0,0
NR_033187,396,441,454,203,259,188,298,218,277,134,301,196
NR_033181,148,483,843,320,392,153,681,313,514,358,368,331
NM_005676,1423,961,2466,1461,1526,556,1669,1290,1233,1147,949,1878
NR_002735,1,2,1,1,0,0,0,1,1,0,1,0
NM_173798,0,0,0,0,0,0,0,0,0,0,0,0
NM_001395,0,0,0,0,0,0,0,0,0,0,0,4
MSTRG.487.1,14,2,12,3,4,3,5,0,2,0,1,3
NM_183353,1536,1524,0,5,928,10,1941,12,2095,942,1,7
NM_001163335,0,0,0,0,6,0,0,0,0,4,4,0
NM_001163334,0,0,0,0,0,0,0,0,0,0,0,0
NM_001171879,0,0,0,0,0,0,0,0,0,0,0,0
NM_001171878,0,0,0,0,0,0,0,0,0,0,0,0
NR_033670,55,58,103,0,27,30,40,57,49,0,46,10
NM_052817,0,0,0,0,0,0,0,0,0,0,0,0
NR_033676,0,132,0,41,54,0,69,47,0,47,0,79
MSTRG.485.1,5,2,5,2,2,3,2,3,3,2,11,0
NM_001178107,0,0,0,0,0,0,0,0,0,0,0,0
NM_001145414,119,73,117,54,97,40,81,66,68,45,101,76
MSTRG.273.2,1603,0,2635,0,0,0,2084,2,1,1516,0,223
NM_015365,846,1345,1105,936,1153,644,861,1380,1351,960,1181,782
NM_001171877,0,0,0,0,0,0,0,0,0,0,0,0
NM_001171876,33,48,7,12,21,5,15,3,25,4,27,5
MSTRG.489.3,554,415,356,0,426,203,484,371,1287,0,592,212
NM_001098410_dup1,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.489.1,1240,1247,403,275,153,321,1457,564,408,842,655,567
NM_001098410_dup3,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.489.4,27,24,33,302,854,3,20,12,38,2,3,10
MSTRG.475.3,177,7,16,118,3,258,247,19,9,123,413,168
MSTRG.804.1,56,130,69,49,75,19,141,46,148,42,62,79
NR_038405,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.677.3,329,610,275,149,412,117,817,314,500,361,291,356
MSTRG.497.14,1,2446,2652,1439,6,1207,2787,2760,2452,13,9,0
MSTRG.497.15,645,1695,1173,21,1,758,1499,103,922,9,789,260
MSTRG.558.10,164,0,0,82,0,107,266,294,516,0,0,343
MSTRG.493.1,32,35,14,17,33,19,33,41,22,19,30,32
NM_001079900_dup1,0,0,0,0,0,0,0,0,0,0,0,0
NM_015419,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.495.1,2,0,2,2,1,0,2,0,1,2,10,3
NM_001278116,36,66,61,5,44,0,33,46,204,50,57,0
NM_016153_dup1,0,0,0,0,0,0,0,0,0,0,0,0
NM_014782,0,0,0,0,0,0,0,0,0,0,0,0
NR_045260,0,0,0,0,0,0,0,0,0,0,0,0
NM_016153,0,6,0,0,0,0,0,0,0,0,0,0
MSTRG.497.1,1346,7,11,44,820,10,12,13,9,783,983,1842
NM_001307979,399,0,0,97,106,254,1,131,226,0,199,1
NM_001127199_dup6,0,0,0,0,0,0,0,0,0,0,0,0
NM_001127199_dup5,0,0,0,0,0,0,0,0,0,0,0,0
NM_001127199_dup4,0,0,0,0,0,0,0,0,0,0,0,0
NM_001127199_dup3,0,0,0,0,0,0,0,0,0,0,0,0
NM_001127199_dup2,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.360.1,434,821,1103,413,582,329,977,492,1157,0,642,556
NM_001109878,0,0,0,0,0,0,0,0,0,0,0,0
NM_001109879,0,0,0,0,0,0,0,0,0,0,0,0
NM_130467,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.155.5,0,1,749,0,0,0,1,0,0,0,0,0
NM_001178113,92,0,0,0,0,0,0,0,0,0,0,0
NM_001178115,86,0,0,0,0,0,0,0,0,0,0,116
NR_045864,2,0,0,0,3,0,7,0,7,0,0,2
NR_045863,5,0,0,0,0,0,0,0,3,0,0,0
NR_045862,3,0,0,0,0,0,3,0,0,0,0,0
NR_045861,23,29,2,0,14,0,0,21,28,1,10,37
NM_138270,317,150,101,0,0,0,413,264,793,1185,0,404
NM_001159704,116,153,108,0,28,6,58,66,93,514,0,70
NM_001159701,0,0,0,0,0,0,0,0,0,1,0,0
NM_001159700,0,0,0,0,0,0,0,0,0,0,0,0
NM_001159703,123,340,0,0,0,0,62,0,0,0,0,0
NM_001159702,2,14,0,94,0,0,1,0,4,0,20,0
NR_028344,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.760.1,11,2,3,0,0,0,2,0,5,0,3,0
NR_110399,0,0,0,3,0,0,0,0,0,0,0,0
NM_001031745,13,12,14,8,2,6,13,8,10,0,9,11
NM_020932,163,154,189,62,76,108,212,28,90,79,110,137
NM_080720_dup1,4,1,3,1,4,0,4,2,2,2,9,0
NM_080720_dup2,3,1,3,1,2,0,3,1,2,2,7,0
NR_103709,9,8,5,6,0,0,5,5,5,1,11,3
NR_103708,0,0,0,0,0,0,0,0,0,0,0,0
NM_001009584,55,0,0,0,0,0,0,0,0,0,40,0
MSTRG.912.1,19,54,44,35,44,17,44,37,69,23,50,31
NM_001127345_dup2,0,0,0,0,0,0,0,0,0,0,0,0
NM_016954,0,0,0,0,0,0,0,0,0,0,0,0
NM_001007523,91,93,98,4,3,99,4,2,2,97,7,9
NM_001002916,0,0,0,0,4,0,0,0,0,0,0,0
NM_012253,0,0,0,0,0,0,0,0,0,0,0,0
NM_019863,485,428,274,8,219,109,0,220,232,241,321,209
MSTRG.884.1,17,14,11,8,12,7,40,3,4,5,3,7
MSTRG.186.1,247,0,0,0,0,0,0,38,0,0,0,0
NM_194324,24,6,12,10,5,8,5,15,30,9,6,21
MSTRG.186.7,1130,0,0,1,0,460,2,0,0,0,633,0
MSTRG.186.9,56,11,24,22,17,0,34,0,27,8,456,23
MSTRG.186.8,364,50,60,47,15,2,1315,11,544,589,14,20
NM_178270,92,80,0,53,146,0,0,60,136,43,0,69
MSTRG.184.1,13298,8836,13431,3737,2742,3744,5146,4335,4087,2291,9667,5087
NM_001282621,0,0,0,15,19,16,0,0,59,0,0,46
NM_001007,82942,79449,192873,114481,56760,60029,105939,76112,67543,84656,63443,118967
NM_001000,11937,12245,17507,10781,10410,8042,8010,12636,14448,9462,11052,12556
MSTRG.499.1,10563,16647,12829,4029,6863,4013,14096,4722,8392,3455,10537,5843
MSTRG.499.2,4901,739,3761,1544,2874,1384,5320,2259,4142,1802,4299,2882
NM_001551,4761,4130,6825,2825,2717,2294,3159,3786,3611,3080,4776,1786
NM_003886,0,0,0,0,0,0,0,2,0,0,0,0
NM_007250,742,227,483,136,446,421,487,305,780,278,201,514
NR_028345,0,0,0,0,0,0,0,0,0,0,0,0
NM_000206,19079,17075,18164,12803,11076,8590,13775,11891,17138,8970,15111,15656
MSTRG.241.1,4,6,5,6,11,7,16,9,5,2,9,5
NM_001134321,77,134,152,156,177,48,184,186,131,80,190,195
MSTRG.1021.2,0,0,0,16,225,0,4,0,13,0,5,0
NM_153477,791,647,732,585,292,105,437,308,734,342,420,565
MSTRG.882.1,1530,1487,1627,468,764,941,1336,969,984,937,1396,987
NM_153478,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.711.1,7,5,4,3,3,3,23,0,3,3,0,7
NM_001291421,0,75,0,0,0,0,0,0,4,0,0,82
MSTRG.63.2,10,0,5,0,0,0,0,0,0,0,0,7
NM_001162936,0,0,0,0,0,0,0,0,0,0,0,0
NM_000686,14,13,20,0,6,0,0,0,0,5,105,0
NM_001110792,66,76,44,210,109,82,112,105,142,0,157,94
MSTRG.1035.1,94,178,354,213,136,58,208,125,126,63,81,93
MSTRG.895.2,81,69,75,37,26,42,37,55,9,0,69,73
NM_001037343,0,0,0,0,0,0,0,0,0,0,0,0
NM_000377,5743,4466,1717,3990,4394,1090,245,3110,5091,3449,4453,4287
NM_133265,453,36,297,0,6,16,25,341,5,6,31,344
NM_145662_dup1,0,0,0,0,0,0,0,0,0,0,0,0
NM_001144004,0,0,0,0,0,0,0,0,0,0,0,0
NR_031563,0,0,0,0,0,0,0,0,0,0,0,0
NR_031567,0,0,0,0,0,0,0,0,0,0,0,0
NR_046586,1,1,2,0,2,0,2,1,0,1,4,1
MSTRG.332.1,16,16,7,0,3,2,17,2,5,0,16,12
NR_102272,0,0,0,0,0,0,0,0,0,0,0,0
NM_001306177,0,165,952,133,381,0,331,156,143,655,95,182
NM_007325,77,19,5,3,5,21,0,0,3,2,11,3
NM_001281736,281,129,377,0,0,0,0,0,184,0,0,232
NR_106750,0,0,0,0,0,0,0,0,0,0,0,0
NR_046742,0,3,0,0,0,0,0,0,0,0,0,0
NR_046740,0,1,3,0,0,0,0,0,2,0,4,0
NR_038978,36,61,76,37,25,18,87,41,38,15,49,41
NM_004699,3451,3077,3717,2760,2768,1461,2890,2239,4722,1440,2776,3137
MSTRG.864.1,2,0,1,24,14,0,0,20,48,0,2,12
MSTRG.1025.1,83,17,63,42,80,2,119,30,20,36,132,26
NM_001168385,5,3,10,217,24,2,8,120,9,1,3,1
NM_032926,427,74,71,298,214,330,236,158,316,70,215,151
NM_001012980,0,0,0,0,0,0,0,0,0,0,0,0
NR_110390,0,0,0,0,0,0,0,0,0,0,0,0
NM_001168683,13,0,0,0,0,1,6,1,1,1,1,0
NM_001012989,54,18,31,29,37,31,13,7,18,20,64,35
NM_001142419,204,351,206,302,191,128,432,202,275,131,287,231
NM_001282197,3,2,2,11,2,6,17,35,31,0,1,0
NM_002139,4001,4294,18909,2647,11093,6857,4728,8968,4481,4649,4808,6151
NM_001166599,103,6,4,128,1,68,7,1,2,29,4,2
NM_006123,1,1,2,78,41,18,145,33,78,1,101,1
NM_001242640,867,963,713,565,919,340,1115,553,1199,663,638,785
NM_001242310,4,6,3,1,1,218,9,3,8,2,219,3
NM_001286074,0,13,1,0,0,0,0,0,0,0,0,0
MSTRG.994.2,764,100,116,87,126,49,187,80,105,39,186,79
NM_001080139_dup1,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.994.3,165,194,307,134,69,15,163,151,163,23,21,138
NM_001042498,528,326,654,655,211,194,2,507,545,247,573,509
NM_001015881,1,1,92,2,5,3,4,1,4,2,7,3
NM_001167,1904,1460,1500,721,1131,905,1454,1884,1962,1799,3555,1395
NR_046608,6,0,15,8,4,6,24,6,0,6,8,3
MSTRG.74.2,0,891,4457,0,469,0,702,0,0,1,0,95
MSTRG.251.2,1315,0,0,860,80,0,0,0,0,0,730,0
MSTRG.251.1,40,184,319,72,818,240,891,988,816,259,49,446
MSTRG.697.4,134,125,280,0,0,0,173,93,315,0,0,205
NM_198057,45,77,70,211,322,0,79,208,166,440,213,145
NM_001037967,0,0,0,0,0,0,0,0,0,0,0,0
NM_001257237,0,0,0,0,0,0,0,4,0,0,0,0
MSTRG.440.1,14,8,5,7,8,11,7,6,7,4,5,5
NM_001037968,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.634.5,280,170,75,0,168,0,285,0,0,214,0,70
MSTRG.634.4,57,0,87,0,11,111,22,0,102,53,3,38
MSTRG.634.7,56,72,46,0,47,23,47,51,139,50,0,0
MSTRG.634.6,0,0,0,346,0,0,0,0,0,0,55,0
MSTRG.634.2,4,259,79,111,50,0,31,273,299,5,308,252
NM_002049,3,4,3,0,1,0,3,0,4,0,0,0
NM_145802,77,0,179,293,0,0,310,66,275,289,0,0
MSTRG.383.1,5,6,9,3,0,2,2,2,0,2,15,0
MSTRG.634.8,0,0,0,2,0,0,0,0,394,0,0,0
MSTRG.58.1,13,63,50,16,13,10,76,10,28,21,18,49
MSTRG.188.1,97,116,152,166,134,72,198,108,294,75,120,181
NM_001282174,0,0,208,109,220,0,222,0,153,91,207,95
MSTRG.56.1,95,86,100,54,44,32,71,83,95,56,99,120
MSTRG.88.1,255,0,553,611,331,0,745,400,450,722,475,530
NM_000354,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.579.1,5,12,4,0,7,0,18,0,7,5,0,2
MSTRG.123.11,75,73,76,0,0,0,56,0,33,77,74,49
MSTRG.88.9,331,0,735,682,429,0,910,514,530,883,689,754
MSTRG.88.8,5,422,7,2,2,255,11,4,3,5,7,8
MSTRG.54.1,149,0,220,210,522,0,321,273,411,166,247,25
NR_110022,10,302,17,4,9,161,1609,160,1623,75,149,927
NR_110023,398,591,287,6,575,6,2589,205,1841,2340,394,45
NR_110021,13,142,386,438,14,112,807,180,1104,1623,94,620
NM_001006935,1738,1825,1727,891,1325,626,1673,1247,1842,914,1206,1269
NM_001006937,249,363,286,245,375,122,396,357,457,189,175,260
NM_001080851_dup1,0,0,0,0,0,0,0,0,0,0,0,0
NM_001006933,374,62,108,204,57,0,77,90,153,15,31,92
MSTRG.616.1,5,16,0,0,5,0,0,3,31,0,7,0
NR_106735,0,0,0,22,9,0,10,2,1,5,1,3
NM_012227,2082,1431,2588,1417,2831,531,3155,969,3608,1115,2129,1147
MSTRG.84.1,39,21,45,39,21,7,36,27,39,23,34,14
NM_001006938,10,7,3,3,13,0,18,14,13,0,7,11
NM_000828,2,0,0,0,0,0,0,0,0,0,0,0
NM_001291527,0,0,0,0,0,0,0,0,15,9,150,19
NM_152578,0,0,0,0,0,0,0,0,0,0,0,0
NM_147175,0,0,0,0,0,0,0,0,0,0,0,0
NM_001201538,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.637.1,164,362,155,0,202,0,0,0,0,0,0,248
MSTRG.614.1,4,12,0,0,20,0,0,0,36,0,0,0
MSTRG.775.2,1512,4,0,2,594,0,4,5,0,766,0,6
NM_032498,0,0,0,0,0,0,0,0,0,0,0,0
NM_080873,0,0,0,0,0,0,0,0,0,0,0,0
NM_001136025,0,0,264,0,0,110,0,0,98,0,369,0
NM_001136024,11,2,3,0,4,0,0,0,0,0,0,0
NM_080701,15,3,11,18,16,0,27,14,12,7,9,9
NM_178470,0,0,0,0,0,0,0,0,0,0,0,0
NM_178471,2,0,0,0,0,0,0,0,0,0,0,0
MSTRG.80.1,16,51,12,16,45,16,53,77,133,48,32,50
NM_001007088,122,801,0,0,527,188,282,301,8,473,0,28
NM_080879,25,33,28,18,12,7,30,10,42,14,12,21
NR_029522,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.569.1,3,5,5,3,7,0,31,0,3,3,3,0
NM_001123384,222,178,229,0,2,10,0,2,285,0,0,0
NM_001123385,297,837,505,645,65,25,92,29,134,361,304,173
NM_001123383,225,171,239,561,113,60,0,57,393,0,1,8
NM_001009616,0,0,0,0,0,0,0,0,0,0,0,0
NM_001171080,0,525,0,0,213,223,200,0,295,112,234,348
MSTRG.4.4,0,0,0,0,421,114,731,229,0,173,414,2667
MSTRG.4.6,0,0,0,97,0,0,0,0,223,0,0,142
NM_001170570,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.4.1,94,70,184,36,72,41,113,61,109,63,88,66
NR_030629_dup1,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.4.3,335,0,517,1478,0,0,234,456,576,300,627,0
MSTRG.1015.4,142,22,20,77,223,14,292,96,69,20,75,116
MSTRG.1015.2,167,55,60,70,126,11,205,69,74,18,139,206
MSTRG.1015.3,66,0,67,75,6,3,3,111,96,0,65,102
MSTRG.1015.1,127,4,8,105,115,4,252,69,43,8,153,182
NM_005660,93,82,182,78,151,81,79,40,150,42,113,60
MSTRG.1029.3,106,120,138,101,117,218,1296,661,1148,393,804,887
MSTRG.622.1,19,51,8,4,57,3,8,19,68,12,24,14
MSTRG.1017.4,0,0,0,0,0,1154,0,0,0,0,0,0
NM_001159560,0,0,111,19,43,11,11,13,0,8,0,81
MSTRG.555.1,177,171,183,90,153,58,146,170,223,87,116,154
MSTRG.918.1,14,5,13,7,15,2,10,7,5,2,5,2
NM_001170961,8,0,14,0,0,0,0,2,0,0,0,3
MSTRG.1017.3,1712,2678,2425,2882,661,295,2776,2230,3116,1940,2746,2448
NM_001287242,3,170,207,3,0,0,101,0,1,0,3,206
NM_002668,5458,4043,6187,2306,2914,2008,4333,3848,3716,2943,4894,4593
NM_001193270,4,167,99,228,44,0,106,2,251,60,88,111
NR_024608,20,0,0,0,15,0,6,0,10,0,0,0
NR_029523,0,0,0,0,0,0,0,0,0,0,0,2
NM_023010,1488,1768,1243,1243,1663,753,2319,1755,2046,1322,1638,1611
NM_001145409,2967,8134,13623,5122,1447,961,8382,6267,8100,4019,1274,6130
NM_001145408,2347,16113,16523,9088,4351,1398,15477,9611,17248,9955,2009,10447
NM_001145951,35,59,61,26,43,29,50,39,49,24,39,34
NR_039762,1,0,0,0,0,1,0,0,0,0,0,0
NM_013444,2572,2839,2770,2216,2676,1181,4043,2629,3889,2022,2550,2602
NM_001170962,0,0,0,0,0,0,0,0,0,0,0,0
NR_033669,733,648,847,566,495,343,714,585,580,499,632,261
MSTRG.618.1,0,0,0,0,0,0,0,0,15,0,0,0
NR_039764,0,0,0,0,0,0,0,0,0,0,0,0
NM_033031,37,44,7,6,10,6,10,8,27,4,28,13
MSTRG.863.1,7,6,10,2,0,8,0,16,6,9,16,2
NM_001097642,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.1003.1,9,0,30,0,0,6,0,0,0,0,7,0
NR_036256,0,0,0,0,0,0,0,0,0,0,0,0
NR_036257,0,0,0,0,0,0,0,0,0,0,0,0
NR_036255,0,0,0,0,0,0,0,0,0,0,0,0
NR_036258,0,0,0,0,0,0,0,0,0,0,0,0
NM_014799,0,0,0,0,0,0,0,0,0,0,0,0
NM_001099857,4,11,0,99,39,13,90,7,0,15,121,30
NM_001172743,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.292.4,430,0,545,415,0,177,4,332,621,0,571,489
NR_073148,104,0,64,0,0,0,65,0,121,107,0,137
MSTRG.551.1,12,23,16,5,17,12,16,20,29,16,14,20
NM_018094,1298,1119,1295,809,1072,546,1143,951,1304,800,1329,940
MSTRG.266.1,23,10,13,14,10,3,23,18,21,5,15,8
MSTRG.290.1,55,61,47,27,60,21,38,15,77,10,33,32
NM_001307944,280,216,264,212,210,87,294,213,386,174,8,209
MSTRG.1030.8,620,294,916,0,491,163,729,304,643,351,443,457
NM_016032,0,0,0,0,0,0,0,56,0,0,0,0
MSTRG.1030.5,36,20,28,33,9,7,10,8,40,1,11,12
MSTRG.577.1,31,51,42,69,73,23,110,40,49,26,25,25
NM_006375,422,196,247,0,416,0,605,485,367,257,536,314
MSTRG.1030.4,25,0,22,0,0,0,0,1,31,1,6,2
MSTRG.558.7,5561,1880,3193,136,0,766,1056,3977,1211,0,860,512
NM_001110556,41595,21381,25466,13070,28858,8306,24969,17657,47968,17394,20267,26292
NM_005367,0,0,0,0,0,0,0,0,0,0,0,0
NM_001142526,0,0,40,0,0,0,0,105,0,28,0,0
NM_001282401,0,2,0,0,0,0,1,0,0,0,0,0
MSTRG.575.1,1,3,3,0,3,0,3,0,2,0,12,0
NM_001198719,898,752,935,401,397,359,393,597,1094,186,885,515
NM_001099411,0,0,0,0,0,0,0,0,0,0,0,0
NM_001363,6351,6546,8735,5179,6775,3029,1244,2418,1054,1653,5542,832
NR_030629_dup2,0,0,0,0,0,0,0,0,0,0,0,0
NM_020922,42,27,36,8,17,0,36,12,51,15,17,8
NM_173470,1807,2050,1702,1610,1732,806,1956,1887,2255,1343,1752,1513
MSTRG.960.1,0,1,6,0,2,0,13,3,10,1,5,2
MSTRG.179.1,1318,0,3144,0,1943,32533,40919,0,0,6637,69260,2057
MSTRG.563.1,44,26,35,7,35,9,10,23,9,5,17,18
NR_103715,0,0,0,0,0,0,0,0,0,0,0,0
NR_038988,43,55,29,36,35,31,48,35,51,44,41,36
NM_198333,255,1124,1675,353,459,750,1399,499,0,409,1593,212
MSTRG.565.4,261,120,141,137,214,57,489,32,0,7,88,523
MSTRG.565.5,44,8,14,3,4,0,5,338,6,10,48,8
MSTRG.565.6,195,48,190,9,0,0,0,12,287,7,19,74
NM_004192,0,0,0,0,0,0,22,2,0,0,0,0
MSTRG.697.6,28,49,2,0,4,0,41,71,58,15,33,2
MSTRG.567.1,203,959,344,498,203,188,338,338,1079,182,375,576
NM_004224,0,0,0,0,0,0,0,0,0,0,0,0
NM_182506,0,0,0,0,0,0,0,0,0,0,0,0
NR_133641,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.615.1,7,7,0,0,5,0,0,2,28,0,2,0
NM_004043,0,4,0,0,0,0,0,0,0,0,0,0
NM_004042,0,0,0,0,0,0,0,0,0,0,0,0
NM_001560,120,222,161,76,77,251,35,45,59,77,43,155
NM_001201583,0,0,0,0,0,0,0,0,0,0,0,0
NM_001569,5623,1714,7227,4086,4998,2909,5807,4963,6506,2879,7252,4156
NM_006978,1788,1459,2119,1395,1098,792,1551,1227,1467,927,1691,1341
MSTRG.914.1,0,0,0,0,0,0,1818,0,0,1177,0,0
NM_004229,1987,1458,1211,436,1179,471,2901,2303,2179,924,470,1795
NM_000216,22,6,9,9,20,0,3,18,23,37,0,0
MSTRG.914.5,25,28,0,4,0,23,9,0,13,0,0,0
NM_001168363,0,0,0,0,0,0,0,0,0,0,0,0
NM_001168362,0,0,0,0,0,0,0,0,0,0,0,0
NM_001168361,0,0,0,0,0,0,0,0,0,0,0,0
NM_001168360,0,0,0,0,0,0,0,0,0,0,0,0
NM_001300888,89,74,83,60,100,22,120,74,93,27,118,73
NM_004992,3552,2433,2996,1276,1624,1322,2770,1896,2270,1757,2306,2315
MSTRG.916.2,181,224,151,732,0,116,1751,701,1570,0,1144,124
MSTRG.547.1,943,1247,709,1408,337,506,1511,1556,48,963,1000,832
NM_001304548,0,0,0,0,0,0,0,0,0,0,0,0
NM_001142447,0,0,0,0,0,0,3,0,0,0,0,0
NM_001587,0,0,0,6,0,0,0,0,47,36,43,50
NM_001586,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.644.4,0,0,0,0,0,0,1,0,0,0,0,425
NM_032803,0,0,0,0,0,0,0,0,0,0,0,0
NR_131204,0,1,0,0,0,0,0,0,0,0,0,0
MSTRG.644.1,354,296,571,169,8,180,347,361,230,251,302,63
NM_001001671,19,21,51,12,10,4,21,18,8,9,31,24
MSTRG.644.3,0,0,0,0,1031,0,48,0,0,0,0,0
MSTRG.644.9,45,0,33,40,31,0,0,30,83,31,34,57
MSTRG.886.1,8,13,9,4,15,5,15,5,9,3,6,9
NM_001012979,2,0,0,0,4,0,0,0,2,0,4,3
NM_021785,0,0,0,0,0,0,0,0,0,0,0,0
NM_006800,652,1426,1404,849,630,261,1203,875,1215,1675,497,862
NM_021783,110,236,96,155,203,0,297,123,779,116,0,85
NR_046592,0,0,0,0,0,0,3,0,3,0,0,0
MSTRG.470.2,0,0,0,0,0,0,0,0,0,0,0,2523
NM_006201,2786,2161,1588,992,1272,1073,1465,841,918,0,1187,2774
NM_025159,2530,2763,4820,972,2283,1132,3483,2422,1908,2991,2299,1953
NR_031578,0,0,0,0,0,0,0,0,0,0,0,0
NM_173078,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.175.3,0,0,0,0,0,0,977,0,0,0,0,0
NM_001144064_dup1,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.175.6,0,2,1,0,0,0,0,0,0,0,2051,0
MSTRG.175.5,0,0,0,0,0,0,0,1523,0,0,0,0
MSTRG.175.4,0,2053,2004,1316,0,0,704,37,2681,1174,6,1670
NM_016562,5052,2956,3444,2301,469,2386,1234,5045,5766,3906,3470,1400
NM_004867,2177,1499,3658,3342,1514,815,1983,2113,2654,1457,6291,1689
MSTRG.645.3,158,393,257,212,372,0,392,188,434,201,302,361
